"ELEMENT_GLOBAL_ID","LINKAGE","SUBNATION_ID","stateCode","stateName","stateName2","stateRank","REL_STD_TO_NONSTD_CD","REL_NONSTD_TO_STD_CD","CONFIDENCEDESC","crosswalkNote"
683798,"2 crosswalk",42,"C053.52000","Appalachian oak forest","Appalachian oak forest","S4","F",">","",""
860714,"2 crosswalk",24,"CE2B100000","Salt Marsh","Salt Marsh","S3","U","?","",""
685094,"2 crosswalk",48,"CPCXX00030","Non-alluvial swamp forest","Non-alluvial swamp forest","S4S5","F",">","",""
685094,"2 crosswalk",34,"CNP6817403","Upland Depression Swamp Forest","Upland Depression Swamp Forest","S2S3","E","=","Certain",""
899400,"2 crosswalk",4,"XXNCTS.W2-","Juniper-Hardwood Woodland","Juniper-Hardwood Woodland","S4","I","><","",""
685616,"2 crosswalk",24,"CT2A1A0000","Acidic Rocky Summit/Rock Outcrop Community","Acidic Rocky Summit/Rock Outcrop Community","S4","F",">","",""
685616,"2 crosswalk",41,"CTEROC0S05","Rocky summit grassland","Rocky summit grassland","S2","E","=","",""
685616,"2 crosswalk",9,"CT1A2A00CT","Acidic rocky summit/outcrop","Acidic rocky summit/outcrop","S3S4","I","><","","11/21: Rel to Nonstd is calculated."
685616,"2 crosswalk",9,"CT1L100000","Sand barren","Sand barren","S1","I","><","","11/21: Rel to Nonstd is calculated."
932237,"2 crosswalk",48,"CTSCX00010","Pine - scrub oak sandhill","Pine - scrub oak sandhill","S4","F",">","Not certain",""
1275208,"2 crosswalk",60,"CEABCPA12","CPA12 <i>Juncus balticus</i>","CPA12 <i>Juncus balticus</i>","SNR","U","?","",""
1275208,"2 crosswalk",60,"CEABCPA10","CPA10 <i>Calamagrostis canadensis C.inexpansa, C.stricta-Carex</i>","CPA10 <i>Calamagrostis canadensis C.inexpansa, C.stricta-Carex</i>","SNR","U","?","",""
1275208,"2 crosswalk",62,"CEMBWM4","Carex (Wetland) - <i>Symphyotrichum lanceolatum</i> - <i>Juncus balticus</i>","Carex (Wetland) - <i>Symphyotrichum lanceolatum</i> - <i>Juncus balticus</i>","SNR","U","?","",""
1275208,"2 crosswalk",62,"CEMBWM3","<i>Deschampsia cespitosa</i> - <i>Poa pratensis</i> - <i>Argentina anserina</i> - <i>Hesperostipa spartea</i>","<i>Deschampsia cespitosa</i> - <i>Poa pratensis</i> - <i>Argentina anserina</i> - <i>Hesperostipa spartea</i>","SNR","U","?","",""
1275208,"2 crosswalk",62,"CEMBWM2","Carex - Eleocharis - Scirpus / Schoenoplectus","Carex - Eleocharis - Scirpus / Schoenoplectus","SNR","U","?","",""
1275208,"2 crosswalk",62,"CEMBWM1","Carex (Wetland) - <i>Poa palustris</i>","Carex (Wetland) - <i>Poa palustris</i>","SNR","U","?","",""
1275208,"2 crosswalk",70,"CESK000109","PEZ-SMH-E <i>Glyceria grandis</i>","PEZ-SMH-E <i>Glyceria grandis</i>","SNR","U","?","",""
1275208,"2 crosswalk",70,"CESK000135","PEZ-WMD-A <i>Calamagrostis</i> spp. - <i>Juncus arcticus var. balticus</i>","PEZ-WMD-A <i>Calamagrostis</i> spp. - <i>Juncus arcticus var. balticus</i>","SNR","U","?","",""
1275208,"2 crosswalk",70,"CESK000136","PEZ-WMD-B <i>Carex pellita</i>","PEZ-WMD-B <i>Carex pellita</i>","SNR","U","?","",""
1225211,"2 crosswalk",56,"CWWA000206","<i>Acer macrophyllum / Polystichum munitum - Tolmiea menziesii</i> Riparian Forest","<i>Acer macrophyllum / Polystichum munitum - Tolmiea menziesii</i> Riparian Forest","S3S4","B","<","","parent"
1225211,"2 crosswalk",56,"CWWA000205","<i>Acer macrophyllum / Oxalis oregana</i> Riparian Forest","<i>Acer macrophyllum / Oxalis oregana</i> Riparian Forest","S2S3","B","<","","parent"
687654,"2 crosswalk",48,"CLCXX00010","Interdune pond","Interdune pond","S1","F",">","Not certain",""
684205,"2 crosswalk",39,"","<i>Eleocharis palustris - Schedonnardus paniculatus</i> Grassland","<i>Eleocharis palustris - Schedonnardus paniculatus</i> Grassland","SNR","B","<","Certain",""
684205,"2 crosswalk",39,"","<i>Eleocharis palustris - Rorippa sphaerocarpa</i> Grassland","<i>Eleocharis palustris - Rorippa sphaerocarpa</i> Grassland","SNR","B","<","Certain",""
684205,"2 crosswalk",39,"","<i>Eleocharis palustris-Malvella leprosa</i> CT","<i>Eleocharis palustris-Malvella leprosa</i> CT","S2?","B","<","Certain",""
684205,"2 crosswalk",39,"","<i>Eleocharis palustris-Equisetum laevigatum</i> CT","<i>Eleocharis palustris-Equisetum laevigatum</i> CT","S4?","B","<","Certain",""
684205,"2 crosswalk",39,"","<i>Eleocharis palustris-Paspalum distichum</i> CT","<i>Eleocharis palustris-Paspalum distichum</i> CT","S2?","B","<","Certain",""
684205,"2 crosswalk",39,"","<i>Eleocharis palustris-Panicum obtusum-Iva axillaris</i> CT","<i>Eleocharis palustris-Panicum obtusum-Iva axillaris</i> CT","S2?","B","<","Certain",""
684205,"2 crosswalk",39,"","<i>Eleocharis palustris-Leersia oryzoides</i> CT","<i>Eleocharis palustris-Leersia oryzoides</i> CT","S2?","B","<","Certain",""
899112,"2 crosswalk",56,"CWWA000363","Leymus cinereus - Carex praegracilis Alkaline Wet Meadow","Leymus cinereus - Carex praegracilis Alkaline Wet Meadow","SNR","B","<","","parent"
720774,"2 crosswalk",48,"CTCXX00050","Maritime forest","Maritime forest","S2","F",">","Not certain",""
720774,"2 crosswalk",12,"CTC0000000","Xeric hammock","Xeric hammock","S3","F",">","",""
731316,"2 crosswalk",37,"CP00000082","<i>Sphagnum rubellum</i> - small cranberry moss carpet","<i>Sphagnum rubellum</i> - small cranberry moss carpet","S3","E","=","",""
731316,"2 crosswalk",24,"CP2B0C1000","Level Bog","Level Bog","S3","F",">","","Type E: Vaccinium oxycoccos - Rhynchospora alba - Utricularia cornuta open Sphagnum lawn association"
731316,"2 crosswalk",55,"CP2A000000","Poor Fen","Poor Fen","S2","F",">","Certain",""
842023,"2 crosswalk",4,"XXNCTS.F6-","Mixed Mesophytic Forest","Mixed Mesophytic Forest","S4","I","><","",""
685244,"2 crosswalk",34,"CNT1057139","Carolina Hemlock Forest (Typic Subtype)","Carolina Hemlock Forest (Typic Subtype)","S2","E","=","Certain",""
685244,"2 crosswalk",48,"CTMXX00020","Hemlock forest","Hemlock forest","S4","F",">","",""
689515,"2 crosswalk",23,"CPC1200000","Small stream forest","Small stream forest","S2","F",">","",""
689515,"2 crosswalk",48,"CPTXX00020","Small stream forest","Small stream forest","S5","F",">","",""
899532,"2 crosswalk",24,"CP1A2A1A00","Alluvial Red Maple Swamp","Alluvial Red Maple Swamp","S3","U","?","",""
683581,"2 crosswalk",34,"CNT3494276","Diabase Glade","Diabase Glade","S1","E","=","Certain",""
894161,"2 crosswalk",42,"C011.2100W","Floating-leaved marsh","Floating-leaved marsh","S4","F",">","",""
894161,"2 crosswalk",67,"CEON000015","SAF1-3 Duckweed Floating-leaved Shallow Aquatic Type","SAF1-3 Duckweed Floating-leaved Shallow Aquatic Type","S5","F",">","",""
894161,"2 crosswalk",67,"CEON000007","SAM1-2 Duckweed Submerged - Floating-leaved Shallow Aquatic Type","SAM1-2 Duckweed Submerged - Floating-leaved Shallow Aquatic Type","S5","B","<","",""
894161,"2 crosswalk",28,"CEMI0066","Submergent Marsh","Submergent Marsh","S4","F",">","",""
894161,"2 crosswalk",22,"CPMSH00007","Bottomland marsh","Bottomland marsh","S1S2","F",">","",""
894161,"2 crosswalk",37,"CP00000084","Aquatic bed","Aquatic bed","S5","F",">","",""
894161,"2 crosswalk",41,"CLAC000Q00","Eutrophic pond","Eutrophic pond","S4","E","=","","2/22: Rel to Nonstd is calculated."
894161,"2 crosswalk",23,"CEB1000000","Submergent vascular vegetation (estuarine)","Submergent vascular vegetation (estuarine)","S1S2","F",">","",""
1259888,"2 crosswalk",37,"CP00000043","Acidic riverside seep","Acidic riverside seep","S1","F",">","",""
689019,"2 crosswalk",48,"CPPCX00020","Bottomland hardwoods","Bottomland hardwoods","S4","F",">","",""
689019,"2 crosswalk",23,"CPC5000000","Bottomland hardwood forest","Bottomland hardwood forest","S4","F",">","",""
689019,"2 crosswalk",12,"CPAF000000","Alluvial forest","Alluvial forest","S3","U","?","",""
689019,"2 crosswalk",34,"CNP5137397","Brownwater Bottomland Hardwoods (Low Subtype)","Brownwater Bottomland Hardwoods (Low Subtype)","S2","E","=","Somewhat certain",""
689019,"2 crosswalk",53,"CESP01I031","<i>Quercus lyrata - Fraxinus pennsylvanica - (Carya aquatica, Quercus laurifolia) / Carex louisianica - Leersia lenticularis</i> Forest","<i>Quercus lyrata - Fraxinus pennsylvanica - (Carya aquatica, Quercus laurifolia) / Carex louisianica - Leersia lenticularis</i> Forest","S3?","B","<","Somewhat certain",""
689019,"2 crosswalk",32,"CF224W0000","Wet hardwood bottom forest","Wet hardwood bottom forest","S3","F",">","",""
687254,"2 crosswalk",23,"CPC5600000","Live oak forest","Live oak forest","S1","F",">","",""
684969,"2 crosswalk",19,"CPWG000000","Shrub swamp","Shrub swamp","S3","U","?","","(S) D. Faber-Langendoen proposes creating a ""sandbar willow subtype"" to be = to global type."
684969,"2 crosswalk",22,"CPFOR00003","Riparian forest","Riparian forest","S5","F",">","Not certain",""
684969,"2 crosswalk",29,"CCDRH32A00","<i>Willow Sandbar Shrubland (River) Type</i>","<i>Willow Sandbar Shrubland (River) Type</i>","S4","E","=","",""
684969,"2 crosswalk",36,"CENES028","Sandbar Willow Shrubland","Sandbar Willow Shrubland","S4S5","F",">","",""
1271530,"2 crosswalk",56,"CWWA000435","Schoenoplectus (acutus, tabernaemontani) Tidal Marsh","Schoenoplectus (acutus, tabernaemontani) Tidal Marsh","SNR","B","<","","parent"
689615,"2 crosswalk",37,"CP0000117d","Tall graminoid meadow marsh: reed canary grass variant","Tall graminoid meadow marsh: reed canary grass variant","SNR","E","=","",""
689615,"2 crosswalk",45,"CHWPBJR000","Bluejoint - Reed Canary-grass Marsh","Bluejoint - Reed Canary-grass Marsh","S5","F",">","",""
689615,"2 crosswalk",67,"CEON201396","MAM2-02 Reed-canary Grass Mineral Meadow Marsh Type","MAM2-02 Reed-canary Grass Mineral Meadow Marsh Type","S5","B","<","",""
689615,"2 crosswalk",67,"CEON201392","MAM1-1 Reed-canary Grass Bedrock Meadow Marsh Type","MAM1-1 Reed-canary Grass Bedrock Meadow Marsh Type","S4","B","<","",""
689615,"2 crosswalk",67,"CEON201398","MAM3-2 Reed-canary Grass Organic Meadow Marsh Type","MAM3-2 Reed-canary Grass Organic Meadow Marsh Type","S5","B","<","",""
689615,"2 crosswalk",24,"CP2A0B2300","Low-energy Riverbank Community","Low-energy Riverbank Community","S4","F",">","",""
689615,"2 crosswalk",24,"CP2A0A1300","Shallow Emergent Marsh","Shallow Emergent Marsh","S4","I","><","",""
689615,"2 crosswalk",37,"CP0000117u","Tall graminoid meadow marsh","Tall graminoid meadow marsh","S4","F",">","",""
688246,"2 crosswalk",29,"CCCLB54B00","<i>Mud Flat (Inland Lake) Type</i>","<i>Mud Flat (Inland Lake) Type</i>","S3","F",">","",""
688246,"2 crosswalk",29,"CCCLB54B01","<i>Mud Flat (Inland Lake); Saline Subtype</i>","<i>Mud Flat (Inland Lake); Saline Subtype</i>","S1","F",">","",""
686190,"2 crosswalk",42,"C013.1100W","Mixed shrub swamp","Mixed shrub swamp","S4","F",">","",""
686190,"2 crosswalk",19,"CPWG000000","Shrub swamp","Shrub swamp","S3","F",">","","D. Faber-Langendoen proposes creating a ""dogwood-willow subtype"" to be = to global type."
686190,"2 crosswalk",41,"CPALOM0C00","Shrub swamp","Shrub swamp","S3S4","F",">","",""
686190,"2 crosswalk",28,"CEMI0064","Southern Shrub-carr","Southern Shrub-carr","S4","M","~=","","The association covers 95% of the MI type."
686190,"2 crosswalk",29,"CDEWE83A02","<i>Seepage Meadow/Carr; Aquatic Sedge Subtype</i>","<i>Seepage Meadow/Carr; Aquatic Sedge Subtype</i>","S3","F",">","",""
686190,"2 crosswalk",29,"CDEWE83A00","<i>Seepage Meadow/Carr Type</i>","<i>Seepage Meadow/Carr Type</i>","S3","F",">","","12/21: Rel to Nonstd is calculated."
686190,"2 crosswalk",57,"CPSHR050WI","Shrub-carr","Shrub-carr","S4","F",">","",""
686190,"2 crosswalk",20,"CWETSWASHR","Wetland - swamp shrub","Wetland - swamp shrub","S2","F",">","",""
689903,"2 crosswalk",12,"CPSB000000","Shrub bog","Shrub bog","S3","U","?","",""
887169,"2 crosswalk",24,"CP2A0A1100","Interdunal Marsh/Swale","Interdunal Marsh/Swale","S2","F",">","",""
1259890,"2 crosswalk",37,"CT00000216","Montane black spruce - red spruce forest","Montane black spruce - red spruce forest","S1","E","=","",""
900080,"2 crosswalk",60,"CEABMGA30","MGA30 <i>Stipa curtiseta</i> - <i>Agropyron dasystachyum-</i> <i>Koeleria macrantha</i>","MGA30 <i>Stipa curtiseta</i> - <i>Agropyron dasystachyum-</i> <i>Koeleria macrantha</i>","SNR","U","?","",""
900080,"2 crosswalk",60,"CEABMGA36","MGA36 <i>Stipa curtiseta</i> - <i>Agropyron dasystachyum</i>","MGA36 <i>Stipa curtiseta</i> - <i>Agropyron dasystachyum</i>","SNR","U","?","",""
900080,"2 crosswalk",60,"CEABMGA4","MGA4 <i>Stipa comata</i> - <i>Agropyron dasystachyum</i> - <i>Koeleria macrantha</i>","MGA4 <i>Stipa comata</i> - <i>Agropyron dasystachyum</i> - <i>Koeleria macrantha</i>","SNR","U","?","",""
900080,"2 crosswalk",70,"CESK000038","DMG-LM-B <i>Elymus lanceolatus</i> - <i>Hesperostipa curtiseta</i>","DMG-LM-B <i>Elymus lanceolatus</i> - <i>Hesperostipa curtiseta</i>","SNR","U","?","",""
900080,"2 crosswalk",62,"CEMBSD2","<i>Hesperostipa curtiseta</i> - Carex - <i>Bouteloua gracilis</i>","<i>Hesperostipa curtiseta</i> - Carex - <i>Bouteloua gracilis</i>","SNR","U","?","",""
900080,"2 crosswalk",60,"CEABDMGA13","DMGA13 <i>Stipa curtiseta</i> - <i>Stipa comata-</i> <i>Calamovilfa longifolia</i>","DMGA13 <i>Stipa curtiseta</i> - <i>Stipa comata-</i> <i>Calamovilfa longifolia</i>","SNR","U","?","",""
900080,"2 crosswalk",60,"CEABDMGA1","DMGA1 <i>Symphoricarpos occidentalis</i> /Stipa curtiseta - <i>Stipa comata</i>","DMGA1 <i>Symphoricarpos occidentalis</i> /Stipa curtiseta - <i>Stipa comata</i>","SNR","U","?","",""
900080,"2 crosswalk",60,"CEABDMGC11","DMGC11 <i>Artemisia cana</i> / <i>Stipa curtiseta</i> - <i>Bouteloua gracilis</i>","DMGC11 <i>Artemisia cana</i> / <i>Stipa curtiseta</i> - <i>Bouteloua gracilis</i>","SNR","U","?","",""
900080,"2 crosswalk",60,"CEABDMGC3","DMGC3 <i>Artemisia cana</i> / <i>Stipa curtiseta</i> - <i>Agropyron</i> spp.","DMGC3 <i>Artemisia cana</i> / <i>Stipa curtiseta</i> - <i>Agropyron</i> spp.","SNR","U","?","",""
900080,"2 crosswalk",60,"CEABDMGC6","DMGC6 <i>Prunus virginiana</i> - <i>Agropyron dasystachyum</i> - <i>Koeleria macrantha</i>","DMGC6 <i>Prunus virginiana</i> - <i>Agropyron dasystachyum</i> - <i>Koeleria macrantha</i>","SNR","U","?","",""
900080,"2 crosswalk",70,"CESK000010","AP-SD-B <i>Hesperostipa curtiseta</i> - <i>Carex</i> spp.","AP-SD-B <i>Hesperostipa curtiseta</i> - <i>Carex</i> spp.","SNR","U","?","",""
900080,"2 crosswalk",70,"CESK000009","AP-SD-A <i>Hesperostipa curtiseta</i>","AP-SD-A <i>Hesperostipa curtiseta</i>","SNR","U","?","",""
900080,"2 crosswalk",70,"CESK000065","MG-GR-A <i>Hesperostipa curtiseta</i> - <i>Elymus lanceolatus</i> - <i>Hesperostipa comata</i>","MG-GR-A <i>Hesperostipa curtiseta</i> - <i>Elymus lanceolatus</i> - <i>Hesperostipa comata</i>","SNR","U","?","",""
900080,"2 crosswalk",70,"CESK000068","MG-LM-A <i>Hesperostipa curtiseta</i> - <i>Elymus lanceolatus</i>","MG-LM-A <i>Hesperostipa curtiseta</i> - <i>Elymus lanceolatus</i>","SNR","U","?","",""
900080,"2 crosswalk",70,"CESK000069","MG-LM-B <i>Hesperostipa curtiseta</i> - <i>Elymus lanceolatus</i> - <i>Carex</i> spp. - <i>Artemisia frigida</i>","MG-LM-B <i>Hesperostipa curtiseta</i> - <i>Elymus lanceolatus</i> - <i>Carex</i> spp. - <i>Artemisia frigida</i>","SNR","U","?","",""
900080,"2 crosswalk",70,"CESK000081","MG-SUB-A <i>Pascopyrum smithii</i> - <i>Hesperostipa curtiseta</i> - <i>Elymus lanceolatus</i>","MG-SUB-A <i>Pascopyrum smithii</i> - <i>Hesperostipa curtiseta</i> - <i>Elymus lanceolatus</i>","SNR","U","?","",""
900080,"2 crosswalk",70,"CESK000090","MG-TH-A <i>Hesperostipa curtiseta</i> - <i>Elymus lanceolatus</i> - <i>Nassella viridula</i>","MG-TH-A <i>Hesperostipa curtiseta</i> - <i>Elymus lanceolatus</i> - <i>Nassella viridula</i>","SNR","U","?","",""
683527,"2 crosswalk",23,"CPA1000000","Freshwater marsh","Freshwater marsh","S2","F",">","",""
689522,"2 crosswalk",38,"CPG00000NJ","Coastal plain intermittent pond","Coastal plain intermittent pond","S2S3","I","><","","12/21: Rel to Nonstd is calculated."
689522,"2 crosswalk",37,"CP00000086","Spikesedge - floating-leaved aquatic mudflat marsh","Spikesedge - floating-leaved aquatic mudflat marsh","S1","F",">","",""
689522,"2 crosswalk",24,"CP2A0B1200","Coastal Plain Pondshore Community","Coastal Plain Pondshore Community","S3","F",">","","Open water (zone 5)"
689522,"2 crosswalk",47,"CERI000307","Coastal Plain Pondshore","Coastal Plain Pondshore","SNR","F",">","",""
689522,"2 crosswalk",41,"CPALOM0G00","Coastal plain pond shore","Coastal plain pond shore","S2","F",">","",""
684813,"2 crosswalk",20,"CPRASANWET","Prairie - sand wet","Prairie - sand wet","S3","F",">","",""
684813,"2 crosswalk",28,"CEMI0072","Wet Prairie","Wet Prairie","S1","F",">","",""
684813,"2 crosswalk",57,"CPHER063WI","Moist sandy meadow","Moist sandy meadow","SU","F",">","","12/21: Rel to Nonstd is calculated."
684813,"2 crosswalk",19,"CTPCE00000","Wet sand prairie","Wet sand prairie","S1","F",">","","D. Faber-Langendoen proposes creating a ""main subtype"" to be = to global type."
684156,"2 crosswalk",22,"CTFOR00120","Calcareous mesophytic forest","Calcareous mesophytic forest","S5","F",">","",""
686027,"2 crosswalk",12,"CPM0000FL","Wet prairie","Wet prairie","S2","F",">","",""
688204,"2 crosswalk",22,"CTFOR40000","Hemlock-mixed forest","Hemlock-mixed forest","S4S5","F",">","",""
688204,"2 crosswalk",34,"CNT0797102","Canada Hemlock Forest (White Pine Subtype)","Canada Hemlock Forest (White Pine Subtype)","S1S2","E","=","Somewhat certain",""
688204,"2 crosswalk",48,"CTMXX00020","Hemlock forest","Hemlock forest","S4","F",">","",""
1251781,"2 crosswalk",37,"CP00000024","Alder - dogwood - arrowwood alluvial thicket","Alder - dogwood - arrowwood alluvial thicket","S4","B","<","",""
1251781,"2 crosswalk",37,"CP00000025","Meadowsweet alluvial thicket","Meadowsweet alluvial thicket","S3S4","B","<","",""
686707,"2 crosswalk",67,"CEON200997","NWV29 Jack Pine/Ericaceous Shrub/Feathermoss Forest","NWV29 Jack Pine/Ericaceous Shrub/Feathermoss Forest","S5","E","=","",""
686707,"2 crosswalk",29,"CAAFA12B00","<i>Red Pine Woodland (Sand) Type</i>","<i>Red Pine Woodland (Sand) Type</i>","S2","B","<","","12/21: Rel to Nonstd is calculated."
686707,"2 crosswalk",29,"CAAFA12A00","<i>Jack Pine Woodland (Sand) Type</i>","<i>Jack Pine Woodland (Sand) Type</i>","S2","B","<","","12/21: Rel to Nonstd is calculated."
689091,"2 crosswalk",29,"CCEPE13A00","<i>Dry Barrens Prairie (Southern) Type</i>","<i>Dry Barrens Prairie (Southern) Type</i>","S1S2","I","><","",""
689091,"2 crosswalk",29,"CCEPA12A00","<i>Dry Barrens Prairie (Northern) Type</i>","<i>Dry Barrens Prairie (Northern) Type</i>","S1","B","<","",""
686089,"2 crosswalk",23,"CPA1000000","Freshwater marsh","Freshwater marsh","S2","F",">","",""
689277,"2 crosswalk",24,"CT1A2A2000","Coastal Forest/Woodland","Coastal Forest/Woodland","S4","F",">","",""
689277,"2 crosswalk",47,"CERI000323","Oak-Pine Forest","Oak-Pine Forest","SNA","E","=","","11/21: Rel to Nonstd is calculated."
689277,"2 crosswalk",41,"CTERFC0I10","Coastal oak-beech forest","Coastal oak-beech forest","S1","E","=","","2/22: Rel to Nonstd is calculated."
683960,"2 crosswalk",34,"CNP6454167","Southern Appalachian Fen (Bluff Mountain Subtype)","Southern Appalachian Fen (Bluff Mountain Subtype)","S1","E","=","Certain",""
683656,"2 crosswalk",48,"CTCXX00060","Maritime grassland","Maritime grassland","S2","F",">","",""
